review_reason,symbol,company_name,fmp_sector,fmp_industry,market_cap_b,mcap_tier,description,l1,l2,l3_themes,business_role,prefill_source,confidence,needs_review,boss_notes
ok,PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,Auto - Dealerships,,,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company engages in the sale of new and used motor vehicles, and related products and services comprise vehicle and collision repai",消费与零售,可选消费品牌,利率敏感,美国最大的汽车与商用卡车经销商集团之一，依托特许经销网络销售新车、二手车及衍生售后服务。,llm,0.78,0,
ok,QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,,,"D-Wave Quantum Inc. develops and delivers quantum computing systems, software, and services worldwide. The company offers Advantage, a fifth-generation quantum computer; Launch, a quantum computing onboarding service; Ocean a full suite of open-source programming tools; and Leap, a cloud-based service that provides real-time access to a live quantum computer, as well as access to Advantage, hybrid solvers, the Ocean software development kit, live code, demos, learning resources, and a vibrant de",AI算力与云,AI平台与数据SaaS,量子计算,提供量子计算硬件Advantage系统及Leap云服务，是量子计算商业化的纯标的。,llm,0.78,0,
ok,SCI,Service Corporation International,Consumer Cyclical,Personal Products & Services,,,"Service Corporation International provides deathcare products and services in the United States and Canada. The company operates through Funeral and Cemetery segments. Its funeral service and cemetery operations comprise funeral service locations, cemeteries, funeral service/cemetery combination locations, crematoria, and other businesses. The company also provides professional services related to funerals and cremations, including the use of funeral facilities and motor vehicles; arranging and ",消费与零售,可选消费品牌,防御股,北美最大殡葬服务与墓园运营商，提供葬礼、火化和墓地综合服务,llm,0.78,0,
ok,SUZ,Suzano S.A.,Basic Materials,"Paper, Lumber & Forest Products",,,"Suzano S.A. produces and sells eucalyptus pulp and paper products in Brazil and internationally. It operates through Pulp and Paper segments. The company offers coated and uncoated printing and writing papers, paperboards, tissue papers, and market and fluff pulps; and lignin and its byproducts. It also engages in the research, development, and production of biofuel; operation of port terminals; power generation and distribution business; commercialization of equipment and parts; biotechnology r",能源与材料,化工与气体,,全球最大桉树纸浆生产商，主营纸浆和纸制品，并延伸至生物燃料和生物技术领域。,llm,0.78,0,
ok,SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,,,"Smurfit Westrock Plc, together with its subsidiaries, manufactures, distributes, and sells containerboard, corrugated containers, and other paper-based packaging products in Ireland and internationally. The company produces containerboard that it converts into corrugated containers or sells to third parties, as well as produces other types of paper, such as consumer packaging board, sack paper, graphic paper, solid board and graphic board, and other paper-based packaging products, such as consum",能源与材料,化工与气体,,全球瓦楞纸箱与纸基包装龙头，生产销售containerboard、瓦楞箱及消费包装板等纸基包装产品。,llm,0.78,0,
ok,SWK,"Stanley Black & Decker, Inc.",Industrials,Manufacturing - Tools & Accessories,,,"Stanley Black & Decker, Inc. engages in the tools and storage and industrial businesses in the United States, Canada, rest of Americas, France, rest of Europe, and Asia. Its Tools & Storage segment offers professional products, including professional grade corded and cordless electric power tools and equipment, and pneumatic tools and fasteners; and consumer products, such as corded and cordless electric power tools primarily under the BLACK+DECKER brand, as well as corded and cordless lawn and ",消费与零售,可选消费品牌,关税敞口;利率敏感,全球电动工具与五金存储龙头，旗下DEWALT/BLACK+DECKER等品牌覆盖专业及消费市场，业绩与房地产装修周期高度相关。,llm,0.78,0,
ok,TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,,,"Toll Brothers, Inc., together with its subsidiaries, designs, builds, markets, sells, and arranges finance for a range of detached and attached homes in luxury residential communities in the United States. The company operates in two segments, Traditional Home Building and City Living. It also designs, builds, markets, and sells condominiums through Toll Brothers City Living. In addition, the company develops, owns, and operates golf courses and country clubs; develops and sells land; and develo",消费与零售,可选消费品牌,房地产周期;利率敏感,美国豪华住宅建筑商，设计建造销售独栋及联排豪宅，并运营城市公寓和高尔夫社区,llm,0.78,0,
ok,TRMB,Trimble Inc.,Technology,"Hardware, Equipment & Parts",,,"Trimble Inc. provides technology solutions that enable professionals and field mobile workers to enhance or transform their work processes worldwide. The company's Buildings and Infrastructure segment offers field and office software for route selection and design; systems to guide and control construction equipment; software for 3D design and data sharing; systems to monitor, track, and manage assets, equipment, and workers; software to share and communicate data; program management solutions f",工业与航天,工业自动化与机械,自动驾驶/FSD;工业资本开支,为建筑、基建、农业和地理测绘行业提供GPS定位、机械控制和现场管理软硬件一体化解决方案。,llm,0.78,0,
ok,TRU,TransUnion,Industrials,Consulting Services,,,"TransUnion provides risk and information solutions. The company operates in three segments: U.S. Markets, International, and Consumer Interactive. The U.S. Markets segment provides consumer reports, actionable insights, and analytics to businesses. These businesses use its services to acquire new customers; assess consumer ability to pay for services; identify cross-selling opportunities; measure and manage debt portfolio risk; collect debt; verify consumer identities; and mitigate fraud risk. T",金融,支付与金融科技,,美国三大消费信用报告机构之一，提供消费者征信数据、风险分析和反欺诈解决方案。,llm,0.78,0,
ok,TTMI,"TTM Technologies, Inc.",Technology,"Hardware, Equipment & Parts",,,"TTM Technologies, Inc., together with its subsidiaries, engages in the manufacture and sale of printed circuit boards (PCBs) worldwide. The company operates in two segments, PCB and RF&S Components. It offers PCB products, radio frequency (RF) components, conventional PCBs, RF and microwave circuits, high density interconnect PCBs, substrate-like PCBs, flexible PCBs, rigid-flex PCBs, custom assemblies and system integration products, IC substrates, passive RF components, advanced ceramic RF comp",半导体,芯片IP/EDA/Fabless其他,AI算力;AI基建材料,全球PCB与射频组件制造商，为AI数据中心、航空航天和国防客户提供高密度互连板、射频微波电路及IC基板,llm,0.78,0,
